"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"3007124-00","","八反田","","33.512595","130.194354","3007124-00","","0","3007124","",""
"3007123-00","","本区","","33.520795","130.190906","3007123-00","","0","3007123","",""
"3007122-00","","蛇石","","33.524592","130.191743","3007122-00","","0","3007122","",""
"3007231-02","","美咲ヶ丘入口","","33.547911","130.191056","3007231-02","","0","3007231","",""
"3007230-02","","美咲ヶ丘中央","","33.54866","130.187666","3007230-02","","0","3007230","",""
"3007229-00","","美咲ヶ丘駅","","33.550053","130.18594","3007229-00","","0","3007229","",""
"3007230-01","","美咲ヶ丘中央","","33.548286","130.188205","3007230-01","","0","3007230","",""
"3007231-01","","美咲ヶ丘入口","","33.548107","130.191619","3007231-01","","0","3007231","",""
"3007118-00","","多久（前原）","","33.544643","130.195532","3007118-00","","0","3007118","",""
"3007119-00","","宮地嶽入口","","33.541488","130.191636","3007119-00","","0","3007119","",""
"3007120-00","","野添","","33.536901","130.188406","3007120-00","","0","3007120","",""
"3007121-00","","真方","","33.533725","130.187273","3007121-00","","0","3007121","",""
"3089062-00","","瀬戸","","33.512824","130.183772","3089062-00","","0","3089062","",""
"3009065-00","","糸島高校前駅南口","","33.560584","130.213619","3009065-00","","0","3009065","",""
"3007235-02","","篠原東","","33.554525","130.212737","3007235-02","","0","3007235","",""
"3007236-02","","糸高南","","33.554105","130.209848","3007236-02","","0","3007236","",""
"3007237-02","","篠原","","33.55425","130.207909","3007237-02","","0","3007237","",""
"3007237-01","","篠原","","33.55432","130.207884","3007237-01","","0","3007237","",""
"3007236-01","","糸高南","","33.554168","130.210169","3007236-01","","0","3007236","",""
"3007235-01","","篠原東","","33.55474","130.213031","3007235-01","","0","3007235","",""
"3607193-00","","大石前","","33.567627","130.187128","3607193-00","","0","3607193","",""
"3607194-00","","大浦台","","33.568962","130.185065","3607194-00","","0","3607194","",""
"3607195-00","","大浦池通り","","33.569533","130.18358","3607195-00","","0","3607195","",""
"3607196-00","","堤下","","33.570351","130.186056","3607196-00","","0","3607196","",""
"3607197-00","","大牟田","","33.572423","130.185759","3607197-00","","0","3607197","",""
"3607208-02","","志摩スカイタウン(2)","","33.574565","130.184762","3607208-02","","0","3607208","",""
"3607202-00","","師吉東","","33.573629","130.181747","3607202-00","","0","3607202","",""
"3607198-00","","師吉中","","33.575307","130.179208","3607198-00","","0","3607198","",""
"3607199-00","","師吉公民館","","33.577202","130.178156","3607199-00","","0","3607199","",""
"3607200-00","","師吉荘前","","33.579787","130.179752","3607200-00","","0","3607200","",""
"3607058-02","","初(2)","","33.582285","130.182759","3607058-02","","0","3607058","",""
"3607083-00","","稲留","","33.585913","130.173422","3607083-00","","0","3607083","",""
"3607084-00","","東小金丸","","33.586311","130.165127","3607084-00","","0","3607084","",""
"3607085-00","","西小金丸","","33.587052","130.15951","3607085-00","","0","3607085","",""
"3607086-02","","志摩中入口(2)","","33.588866","130.154756","3607086-02","","0","3607086","",""
"3607087-00","","小富士園前","","33.582467","130.146849","3607087-00","","0","3607087","",""
"3607088-00","","貝塚","","33.576327","130.144848","3607088-00","","0","3607088","",""
"3607042-03","","松原（志摩町）(3)","","33.565605","130.139835","3607042-03","","0","3607042","",""
"3607089-00","","香月","","33.560987","130.134536","3607089-00","","0","3607089","",""
"3607090-00","","久家","","33.558278","130.131897","3607090-00","","0","3607090","",""
"3607091-00","","船越","","33.557347","130.128162","3607091-00","","0","3607091","",""
"3607086-01","","志摩中入口(1)","","33.589031","130.154699","3607086-01","","0","3607086","",""
"3607058-01","","初(1)","","33.581961","130.18329","3607058-01","","0","3607058","",""
"3607208-01","","志摩スカイタウン(1)","","33.574623","130.184709","3607208-01","","0","3607208","",""
"3607262-02","","加布里東口（芥屋線）(2)","","33.547339","130.166603","3607262-02","","0","3607262","",""
"3607261-02","","加布里（芥屋線）(2)","","33.549465","130.163893","3607261-02","","0","3607261","",""
"3607207-02","","小富士東(2)","","33.561062","130.163787","3607207-02","","0","3607207","",""
"3607039-00","","小富士","","33.56116","130.157763","3607039-00","","0","3607039","",""
"3607040-02","","御床(2)","","33.562752","130.15178","3607040-02","","0","3607040","",""
"3607041-00","","二ッ橋","","33.563693","130.145916","3607041-00","","0","3607041","",""
"3607042-02","","松原（志摩町）(2)","","33.565769","130.138432","3607042-02","","0","3607042","",""
"3607043-00","","引津小学校","","33.566676","130.137789","3607043-00","","0","3607043","",""
"3607044-02","","新町(2)","","33.568987","130.132238","3607044-02","","0","3607044","",""
"3607045-00","","元村","","33.571214","130.127948","3607045-00","","0","3607045","",""
"3607046-02","","岐志(2)","","33.57414","130.124565","3607046-02","","0","3607046","",""
"3607047-00","","芥屋支所","","33.576994","130.123226","3607047-00","","0","3607047","",""
"3607048-00","","芥屋グラウンド","","33.583213","130.122793","3607048-00","","0","3607048","",""
"3607049-00","","窯元前（志摩町）","","33.586499","130.121268","3607049-00","","0","3607049","",""
"3607050-00","","東口","","33.589636","130.116258","3607050-00","","0","3607050","",""
"3607051-00","","芥屋購買店","","33.59085","130.112516","3607051-00","","0","3607051","",""
"3607052-00","","芥屋","","33.589282","130.110561","3607052-00","","0","3607052","",""
"3607046-01","","岐志(1)","","33.574295","130.124541","3607046-01","","0","3607046","",""
"3607044-01","","新町(1)","","33.569442","130.131832","3607044-01","","0","3607044","",""
"3607042-01","","松原（志摩町）(1)","","33.565785","130.138629","3607042-01","","0","3607042","",""
"3607040-01","","御床(1)","","33.562732","130.152679","3607040-01","","0","3607040","",""
"3607207-01","","小富士東(1)","","33.561213","130.163791","3607207-01","","0","3607207","",""
"3607261-01","","加布里（芥屋線）(1)","","33.549423","130.163988","3607261-01","","0","3607261","",""
"3607262-01","","加布里東口（芥屋線）(1)","","33.547227","130.166978","3607262-01","","0","3607262","",""
"3607080-00","","大石","","33.565739","130.186131","3607080-00","","0","3607080","",""
"3607081-00","","道目木","","33.561171","130.177875","3607081-00","","0","3607081","",""
"3607082-00","","相川","","33.560289","130.169168","3607082-00","","0","3607082","",""
"3606044-00","","梢","","33.647526","130.214","3606044-00","","0","3606044","",""
"3606043-01","","畑中(1)","","33.64262","130.224051","3606043-01","","0","3606043","",""
"3606041-00","","小浜","","33.637159","130.225234","3606041-00","","0","3606041","",""
"3606040-01","","小田(1)","","33.633366","130.223955","3606040-01","","0","3606040","",""
"3606039-01","","中間(1)","","33.631676","130.224443","3606039-01","","0","3606039","",""
"3606037-01","","大原(1)","","33.612741","130.237648","3606037-01","","0","3606037","",""
"3606131-01","","大原海水浴場前(1)","","33.61118","130.239948","3606131-01","","0","3606131","",""
"3606036-01","","長浜(1)","","33.60956","130.243357","3606036-01","","0","3606036","",""
"3606035-01","","緑町（福岡市西区）(1)","","33.607497","130.251474","3606035-01","","0","3606035","",""
"3606034-01","","福祉村施設前(1)","","33.606001","130.255861","3606034-01","","0","3606034","",""
"3606033-01","","今津(1)","","33.603374","130.259789","3606033-01","","0","3606033","",""
"3606032-01","","日赤入口(1)","","33.598361","130.26542","3606032-01","","0","3606032","",""
"3606031-01","","今津橋(1)","","33.593857","130.264998","3606031-01","","0","3606031","",""
"3606030-01","","美浜(1)","","33.592064","130.264801","3606030-01","","0","3606030","",""
"3607266-01","","横浜二丁目(1)","","33.587352","130.263879","3607266-01","","0","3607266","",""
"3607079-01","","玄洋中学校前(1)","","33.586959","130.261403","3607079-01","","0","3607079","",""
"3606029-01","","横浜一丁目(1)","","33.586989","130.26582","3606029-01","","0","3606029","",""
"3606028-01","","今宿市営住宅前(1)","","33.58489","130.267626","3606028-01","","0","3606028","",""
"3606124-03","","今宿駅前","","33.579508","130.273576","3606124-03","","0","3606124","",""
"3607018-02","","今宿横町(2)","","33.581871","130.266308","3607018-02","","0","3607018","",""
"3607017-02","","北原東口(2)","","33.581669","130.261092","3607017-02","","0","3607017","",""
"3607017-01","","北原東口(1)","","33.58161","130.260358","3607017-01","","0","3607017","",""
"3607018-01","","今宿横町(1)","","33.581947","130.266105","3607018-01","","0","3607018","",""
"3606028-02","","今宿市営住宅前(2)","","33.584409","130.267933","3606028-02","","0","3606028","",""
"3606029-02","","横浜一丁目(2)","","33.587201","130.265477","3606029-02","","0","3606029","",""
"3606030-02","","美浜(2)","","33.59117","130.264601","3606030-02","","0","3606030","",""
"3606031-02","","今津橋(2)","","33.593823","130.264856","3606031-02","","0","3606031","",""
"3606032-02","","日赤入口(2)","","33.598038","130.265535","3606032-02","","0","3606032","",""
"3606033-02","","今津(2)","","33.603283","130.259769","3606033-02","","0","3606033","",""
"3606034-02","","福祉村施設前(2)","","33.605987","130.255399","3606034-02","","0","3606034","",""
"3606035-02","","緑町（福岡市西区）(2)","","33.607312","130.251825","3606035-02","","0","3606035","",""
"3606036-02","","長浜(2)","","33.609467","130.243429","3606036-02","","0","3606036","",""
"3606131-02","","大原海水浴場前(2)","","33.610978","130.240006","3606131-02","","0","3606131","",""
"3606037-02","","大原(2)","","33.612699","130.237562","3606037-02","","0","3606037","",""
"3606039-02","","中間(2)","","33.631505","130.224382","3606039-02","","0","3606039","",""
"3606040-02","","小田(2)","","33.633362","130.223852","3606040-02","","0","3606040","",""
"3606043-02","","畑中(2)","","33.642315","130.224586","3606043-02","","0","3606043","",""
"3607079-02","","玄洋中学校前(2)","","33.587065","130.26136","3607079-02","","0","3607079","",""
"3607266-02","","横浜二丁目(2)","","33.587466","130.264415","3607266-02","","0","3607266","",""
"3022127-00","","上場営農センター前","","33.49589","129.89867","3022127-00","","0","3022127","",""
"3022126-00","","上石室","","33.50299","129.89134","3022126-00","","0","3022126","",""
"3022125-00","","城の元","","33.50827","129.88828","3022125-00","","0","3022125","",""
"3022124-00","","下石室","","33.51024","129.88765","3022124-00","","0","3022124","",""
"3022123-00","","野元","","33.51307","129.87671","3022123-00","","0","3022123","",""
"3022122-00","","在郷町","","33.52306","129.87233","3022122-00","","0","3022122","",""
"3009063-02","","イオン糸島店","","33.580805","130.185676","3009063-02","","0","3009063","",""
"3607201-00","","交流プラザ志摩館北口","","33.583851","130.183731","3607201-00","","0","3607201","",""
"3009063-01","","イオン糸島店","","33.580785","130.18584","3009063-01","","0","3009063","",""
"3007143-00","","雷山入口","","33.510439","130.22281","3007143-00","","0","3007143","",""
"3007142-00","","高野公民館","","33.513778","130.222859","3007142-00","","0","3007142","",""
"3007141-00","","三坂","","33.520068","130.223046","3007141-00","","0","3007141","",""
"3007140-00","","三坂入口","","33.523563","130.221622","3007140-00","","0","3007140","",""
"3007139-00","","夏目","","33.526781","130.221523","3007139-00","","0","3007139","",""
"3007206-01","","香力台団地","","33.529108","130.220877","3007206-01","","0","3007206","",""
"3007138-00","","香力","","33.534371","130.21983","3007138-00","","0","3007138","",""
"3007137-00","","雷山小学校前","","33.538118","130.220141","3007137-00","","0","3007137","",""
"3007240-00","","糸島市運動公園西口","","33.540225","130.220009","3007240-00","","0","3007240","",""
"3007135-00","","有田中央","","33.547752","130.212618","3007135-00","","0","3007135","",""
"3007134-01","","前原中学校前","","33.552006","130.20748","3007134-01","","0","3007134","",""
"3007146-00","","雷山観音前","","33.495521","130.230382","3007146-00","","0","3007146","",""
"3007145-00","","迎野","","33.502672","130.228089","3007145-00","","0","3007145","",""
"3007144-00","","藤坂橋","","33.505019","130.225411","3007144-00","","0","3007144","",""
"3007206-02","","香力台団地","","33.529347","130.220941","3007206-02","","0","3007206","",""
"3094619-20","","東佐賀(2)","","33.253737","130.313599","3094619-20","","0","3094619","",""
"4050800-00","","モラージュ佐賀","","33.252264","130.319743","4050800-00","","0","4050800","",""
"3094619-10","","東佐賀(1)","","33.25345","130.313428","3094619-10","","0","3094619","",""
"4005050-00","","七ツ川内","","33.101735","130.023492","4005050-00","","0","4005050","",""
"4005049-00","","下吉田","","33.101879","130.019209","4005049-00","","0","4005049","",""
"4005048-00","","下永尾","","33.105829","130.017292","4005048-00","","0","4005048","",""
"4005047-00","","広瀬橋","","33.109331","130.015585","4005047-00","","0","4005047","",""
"4005046-00","","飯盛","","33.110994","130.010748","4005046-00","","0","4005046","",""
"4005045-00","","下野","","33.109592","130.009122","4005045-00","","0","4005045","",""
"4005044-03","","下野公民館前(3)","","33.106339","130.005556","4005044-03","","0","4005044","",""
"4005043-00","","羽白越","","33.105034","130.003942","4005043-00","","0","4005043","",""
"4006051-20","","井手川内(2)","","33.101679","129.998675","4006051-20","","0","4006051","",""
"4005040-03","","築城(3)","","33.103823","129.993868","4005040-03","","0","4005040","",""
"4005039-20","","温泉四区(2)","","33.102166","129.99218","4005039-20","","0","4005039","",""
"4006052-00","","昭和通り","","33.100807","129.989842","4006052-00","","0","4006052","",""
"4005038-20","","嬉野市役所前(2)","","33.09988","129.987788","4005038-20","","0","4005038","",""
"4005035-20","","ユースポ入口(2)","","33.09883","129.985393","4005035-20","","0","4005035","",""
"4005033-00","","嬉野温泉バスセンター","","33.096185","129.98176","4005033-00","","0","4005033","",""
"4005032-00","","湯の田","","33.095585","129.97879","4005032-00","","0","4005032","",""
"4005037-20","","嬉野小学校前(2)","","33.10261","129.98605","4005037-20","","0","4005037","",""
"4005036-00","","嬉野中学校前","","33.108633","129.98664","4005036-00","","0","4005036","",""
"4005037-10","","嬉野小学校前(1)","","33.102745","129.986109","4005037-10","","0","4005037","",""
"0000026-01","445486","駅前中央３丁目（佐賀営業所）","","33.267039","130.306602","0000026-01","","0","0000026","",""
"4014152-05","","徳万(5)","","33.250302","130.235244","4014152-05","","0","4014152","",""
"4014153-20","","久保田宿(2)","","33.249171","130.228323","4014153-20","","0","4014153","",""
"4014154-00","","せとぐち内科前","","33.248699","130.225456","4014154-00","","0","4014154","",""
"4014155-20","","十丁畷手(2)","","33.247256","130.216766","4014155-20","","0","4014155","",""
"4014156-20","","芦刈町分(2)","","33.247135","130.211909","4014156-20","","0","4014156","",""
"4014157-20","","牛津本町(2)","","33.248131","130.208196","4014157-20","","0","4014157","",""
"4014158-20","","牛津駅前(2)","","33.249258","130.200509","4014158-20","","0","4014158","",""
"4014159-00","","牛津新町","","33.24768","130.195366","4014159-00","","0","4014159","",""
"4014160-20","","砥川町(2)","","33.24524","130.189472","4014160-20","","0","4014160","",""
"4014161-20","","砥川新宿(2)","","33.24093","130.184864","4014161-20","","0","4014161","",""
"4014162-20","","砥川小学校前(2)","","33.232547","130.181204","4014162-20","","0","4014162","",""
"4014163-20","","蒲原(2)","","33.226627","130.179181","4014163-20","","0","4014163","",""
"4014164-20","","佐留志(2)","","33.221387","130.170831","4014164-20","","0","4014164","",""
"4013125-20","","江北駅前(2)","","33.219636","130.160775","4013125-20","","0","4013125","",""
"4015165-20","","江北学校入口(2)","","33.214375","130.154735","4015165-20","","0","4015165","",""
"4015166-20","","千反松(2)","","33.206678","130.150201","4015166-20","","0","4015166","",""
"4015167-20","","八丁(2)","","33.200663","130.146245","4015167-20","","0","4015167","",""
"4015168-20","","下小田(2)","","33.197721","130.142883","4015168-20","","0","4015168","",""
"4015169-20","","六角橋(2)","","33.19427","130.140915","4015169-20","","0","4015169","",""
"4015170-20","","白石(2)","","33.187163","130.141143","4015170-20","","0","4015170","",""
"4015171-20","","白石中町(2)","","33.183035","130.14035","4015171-20","","0","4015171","",""
"4015172-20","","廿治町(2)","","33.179196","130.139408","4015172-20","","0","4015172","",""
"4015173-20","","白石中学校前(2)","","33.174013","130.137602","4015173-20","","0","4015173","",""
"4015174-20","","干拓道(2)","","33.169765","130.135755","4015174-20","","0","4015174","",""
"4015175-20","","大井(2)","","33.166993","130.134564","4015175-20","","0","4015175","",""
"4015176-20","","柳橋(2)","","33.161559","130.131643","4015176-20","","0","4015176","",""
"4015177-20","","廻里津(2)","","33.154629","130.125453","4015177-20","","0","4015177","",""
"4015178-20","","廻里江橋(2)","","33.151063","130.12381","4015178-20","","0","4015178","",""
"4015179-20","","竜王駅前(2)","","33.146768","130.122166","4015179-20","","0","4015179","",""
"4015180-20","","竜王崎(2)","","33.136408","130.123234","4015180-20","","0","4015180","",""
"4015181-20","","深浦(2)","","33.133609","130.112265","4015181-20","","0","4015181","",""
"4015182-20","","百貫(2)","","33.133031","130.109867","4015182-20","","0","4015182","",""
"4015183-20","","井手(2)","","33.126147","130.102717","4015183-20","","0","4015183","",""
"4015184-20","","新篭入口(2)","","33.124268","130.101232","4015184-20","","0","4015184","",""
"4015185-20","","乙丸東(2)","","33.119602","130.098528","4015185-20","","0","4015185","",""
"4015186-20","","鹿島本町東(2)","","33.116705","130.097427","4015186-20","","0","4015186","",""
"0000021-01","","肥前鹿島駅前","","33.11399","130.09685","0000021-01","","0","0000021","",""
"4003002-20","","中牟田(2)","","33.110897","130.097319","4003002-20","","0","4003002","",""
"4003003-20","","中川(2)","","33.107768","130.097862","4003003-20","","0","4003003","",""
"4003004-20","","小舟津(2)","","33.104409","130.102037","4003004-20","","0","4003004","",""
"4003005-20","","鹿島農協入口(2)","","33.102596","130.105833","4003005-20","","0","4003005","",""
"4003006-20","","しめご橋(2)","","33.10085","130.107965","4003006-20","","0","4003006","",""
"4003007-20","","石木津(2)","","33.098251","130.10861","4003007-20","","0","4003007","",""
"4003008-20","","浜三ツ角西(2)","","33.095761","130.111718","4003008-20","","0","4003008","",""
"4003009-20","","浜三ツ角(2)","","33.094983","130.112454","4003009-20","","0","4003009","",""
"4003010-20","","工場団地入口(2)","","33.093506","130.111313","4003010-20","","0","4003010","",""
"4003011-20","","幸姫酒造前(2)","","33.090459","130.110252","4003011-20","","0","4003011","",""
"4003012-20","","古枝小学校前(2)","","33.082519","130.108851","4003012-20","","0","4003012","",""
"4003013-00","","祐徳神社前","","33.078148","130.109037","4003013-00","","0","4003013","",""
"4003012-10","","古枝小学校前(1)","","33.082388","130.108727","4003012-10","","0","4003012","",""
"4003011-10","","幸姫酒造前(1)","","33.090203","130.110063","4003011-10","","0","4003011","",""
"4003010-10","","工場団地入口(1)","","33.093133","130.111031","4003010-10","","0","4003010","",""
"4003009-10","","浜三ツ角(1)","","33.095204","130.112525","4003009-10","","0","4003009","",""
"4003008-10","","浜三ツ角西(1)","","33.095645","130.111764","4003008-10","","0","4003008","",""
"4003007-10","","石木津(1)","","33.097351","130.108669","4003007-10","","0","4003007","",""
"4003006-10","","しめご橋(1)","","33.100016","130.108196","4003006-10","","0","4003006","",""
"4003005-10","","鹿島農協入口(1)","","33.102496","130.10584","4003005-10","","0","4003005","",""
"4003004-10","","小舟津(1)","","33.104321","130.101957","4003004-10","","0","4003004","",""
"4003003-10","","中川(1)","","33.107333","130.097772","4003003-10","","0","4003003","",""
"4003002-10","","中牟田(1)","","33.110243","130.097309","4003002-10","","0","4003002","",""
"0000020-01","","肥前鹿島駅前","","33.11397","130.09692","0000020-01","","0","0000020","",""
"4015186-10","","鹿島本町東(1)","","33.116663","130.097264","4015186-10","","0","4015186","",""
"4015185-10","","乙丸東(1)","","33.119714","130.098429","4015185-10","","0","4015185","",""
"4015184-10","","新篭入口(1)","","33.12414","130.100936","4015184-10","","0","4015184","",""
"4015183-10","","井手(1)","","33.126453","130.102852","4015183-10","","0","4015183","",""
"4015182-10","","百貫(1)","","33.132994","130.109192","4015182-10","","0","4015182","",""
"4015181-10","","深浦(1)","","33.1338","130.11322","4015181-10","","0","4015181","",""
"4015180-10","","竜王崎(1)","","33.137173","130.122818","4015180-10","","0","4015180","",""
"4015179-10","","竜王駅前(1)","","33.147088","130.122163","4015179-10","","0","4015179","",""
"4015178-10","","廻里江橋(1)","","33.150895","130.123634","4015178-10","","0","4015178","",""
"4015177-10","","廻里津(1)","","33.154692","130.125278","4015177-10","","0","4015177","",""
"4015176-10","","柳橋(1)","","33.162294","130.13185","4015176-10","","0","4015176","",""
"4015175-10","","大井(1)","","33.167052","130.134405","4015175-10","","0","4015175","",""
"4015174-10","","干拓道(1)","","33.169123","130.135351","4015174-10","","0","4015174","",""
"4015173-10","","白石中学校前(1)","","33.174276","130.137614","4015173-10","","0","4015173","",""
"4015172-10","","廿治町(1)","","33.179268","130.13926","4015172-10","","0","4015172","",""
"4015171-10","","白石中町(1)","","33.182882","130.14014","4015171-10","","0","4015171","",""
"4015170-10","","白石(1)","","33.187064","130.140983","4015170-10","","0","4015170","",""
"4015169-10","","六角橋(1)","","33.193353","130.140643","4015169-10","","0","4015169","",""
"4015168-10","","下小田(1)","","33.198887","130.144283","4015168-10","","0","4015168","",""
"4015167-10","","八丁(1)","","33.201316","130.146502","4015167-10","","0","4015167","",""
"4015166-10","","千反松(1)","","33.207608","130.150663","4015166-10","","0","4015166","",""
"4015165-10","","江北学校入口(1)","","33.214619","130.154752","4015165-10","","0","4015165","",""
"4013125-10","","江北駅前(1)","","33.219759","130.160687","4013125-10","","0","4013125","",""
"4014164-10","","佐留志(1)","","33.221233","130.17046","4014164-10","","0","4014164","",""
"4014163-10","","蒲原(1)","","33.226833","130.178981","4014163-10","","0","4014163","",""
"4014162-10","","砥川小学校前(1)","","33.23273","130.180952","4014162-10","","0","4014162","",""
"4014161-10","","砥川新宿(1)","","33.240956","130.184534","4014161-10","","0","4014161","",""
"4014160-10","","砥川町(1)","","33.245569","130.189491","4014160-10","","0","4014160","",""
"4014158-10","","牛津駅前(1)","","33.249795","130.201737","4014158-10","","0","4014158","",""
"4014157-10","","牛津本町(1)","","33.247808","130.208938","4014157-10","","0","4014157","",""
"4014156-10","","芦刈町分(1)","","33.247238","130.21139","4014156-10","","0","4014156","",""
"4014155-10","","十丁畷手(1)","","33.247382","130.216573","4014155-10","","0","4014155","",""
"4014153-10","","久保田宿(1)","","33.249038","130.226952","4014153-10","","0","4014153","",""
"4014152-06","","徳万(6)","","33.250395","130.235052","4014152-06","","0","4014152","",""
"4011102-00","","鹿島新町","","33.111499","130.095208","4011102-00","","0","4011102","",""
"4011103-03","","公園入口(3)","","33.109744","130.094181","4011103-03","","0","4011103","",""
"4011104-20","","西牟田(2)","","33.110049","130.088485","4011104-20","","0","4011104","",""
"4011105-00","","鹿島総合庁舎前","","33.10998","130.087047","4011105-00","","0","4011105","",""
"4011106-20","","黒川(2)","","33.105481","130.084257","4011106-20","","0","4011106","",""
"4011107-20","","伏原入口(2)","","33.100207","130.080016","4011107-20","","0","4011107","",""
"4011108-20","","浅浦入口(2)","","33.09766","130.076617","4011108-20","","0","4011108","",""
"4011110-20","","平山(2)","","33.099246","130.070165","4011110-20","","0","4011110","",""
"4011111-20","","塩田分岐(2)","","33.10019","130.064757","4011111-20","","0","4011111","",""
"4011112-00","","八天社前","","33.09959","130.057314","4011112-00","","0","4011112","",""
"4011113-20","","北山(2)","","33.098645","130.052244","4011113-20","","0","4011113","",""
"4011114-00","","鳥越","","33.099861","130.043444","4011114-00","","0","4011114","",""
"4011115-20","","東吉田下(2)","","33.092207","130.027625","4011115-20","","0","4011115","",""
"4011116-00","","東吉田","","33.089314","130.026054","4011116-00","","0","4011116","",""
"4011117-00","","納戸料","","33.087106","130.020418","4011117-00","","0","4011117","",""
"4011118-20","","羽口坂(2)","","33.082218","130.01928","4011118-20","","0","4011118","",""
"4011119-00","","上皿屋","","33.083039","130.016138","4011119-00","","0","4011119","",""
"4011120-00","","下皿屋","","33.084872","130.015828","4011120-00","","0","4011120","",""
"4011121-20","","西吉田入口(2)","","33.087169","130.01459","4011121-20","","0","4011121","",""
"4011122-00","","西吉田下山","","33.089511","130.009369","4011122-00","","0","4011122","",""
"4011123-00","","兎鹿野入口","","33.095578","130.003126","4011123-00","","0","4011123","",""
"4011124-00","","中山","","33.098143","130.001567","4011124-00","","0","4011124","",""
"0000002-01","","嬉野医療センター","","33.10546","129.9974","0000002-01","","0","0000002","",""
"0000009-01","","嬉野温泉駅","","33.10651","129.99863","0000009-01","","0","0000009","",""
"4005034-20","","嬉野老人福祉センター前(2)","","33.098581","129.980261","4005034-20","","0","4005034","",""
"4005034-10","","嬉野老人福祉センター前(1)","","33.098004","129.980253","4005034-10","","0","4005034","",""
"4005035-10","","ユースポ入口(1)","","33.098554","129.984466","4005035-10","","0","4005035","",""
"4005038-10","","嬉野市役所前(1)","","33.100384","129.988566","4005038-10","","0","4005038","",""
"4005039-10","","温泉四区(1)","","33.102388","129.992206","4005039-10","","0","4005039","",""
"4005040-02","","築城(2)","","33.10432","129.994999","4005040-02","","0","4005040","",""
"4006051-10","","井手川内(1)","","33.101752","129.9987302","4006051-10","","0","4006051","",""
"4011121-10","","西吉田入口(1)","","33.087474","130.014326","4011121-10","","0","4011121","",""
"4011118-10","","羽口坂(1)","","33.082008","130.019053","4011118-10","","0","4011118","",""
"4011115-10","","東吉田下(1)","","33.092273","130.027444","4011115-10","","0","4011115","",""
"4011113-10","","北山(1)","","33.09872","130.052109","4011113-10","","0","4011113","",""
"4011111-10","","塩田分岐(1)","","33.100391","130.065224","4011111-10","","0","4011111","",""
"4011110-10","","平山(1)","","33.099639","130.069617","4011110-10","","0","4011110","",""
"4011108-10","","浅浦入口(1)","","33.097783","130.076458","4011108-10","","0","4011108","",""
"4011107-10","","伏原入口(1)","","33.100669","130.080362","4011107-10","","0","4011107","",""
"4011106-10","","黒川(1)","","33.105677","130.084206","4011106-10","","0","4011106","",""
"4011104-10","","西牟田(1)","","33.110131","130.088608","4011104-10","","0","4011104","",""
"4011109-20","","浅浦(2)","","33.093193","130.06943","4011109-20","","0","4011109","",""
"4011109-10","","浅浦(1)","","33.093025","130.069412","4011109-10","","0","4011109","",""
"1001002-06","","佐賀駅バスセンター 6番のりば","","33.26461","130.29881","1001002-06","","0","1001002","",""
"0000013-01","","金立サービスエリア","","33.329569","130.310463","0000013-01","","0","0000013","",""
"0000019-01","","基山パーキングエリア","","33.440911","130.53133","0000019-01","","0","0000019","",""
"0000014-01","","博多バスターミナル","","33.59148","130.4198","0000014-01","","0","0000014","",""
"3602370-01","","西鉄天神高速バスターミナル","","33.588337","130.400269","3602370-01","","0","3602370","",""
"0000018-01","","WILLERバスターミナル大阪梅田","","34.70541","135.4907","0000018-01","","0","0000018","",""
"0000017-01","","ユニバーサル・スタジオ・ジャパン","","34.669151","135.432748","0000017-01","","0","0000017","",""
"0000021-02","","肥前鹿島駅前","","33.11404","130.09678","0000021-02","","0","0000021","",""
"4011103-01","","公園入口(1)","","33.109544","130.0955","4011103-01","","0","4011103","",""
"4020191-20","","肥前浜駅入口(2)","","33.093947","130.116296","4020191-20","","0","4020191","",""
"4020192-20","","肥前浜宿前(2)","","33.092294","130.118569","4020192-20","","0","4020192","",""
"4020193-20","","浜崎(2)","","33.089745","130.121988","4020193-20","","0","4020193","",""
"4020194-20","","新方(2)","","33.088241","130.127907","4020194-20","","0","4020194","",""
"4020195-20","","西葉(2)","","33.087479","130.133128","4020195-20","","0","4020195","",""
"4020196-20","","琵琶岬橋(2)","","33.084205","130.136515","4020196-20","","0","4020196","",""
"4020197-20","","塩屋橋(2)","","33.079807","130.139856","4020197-20","","0","4020197","",""
"4020198-10","","宮道(1)","","33.078456","130.142908","4020198-10","","0","4020198","",""
"4020199-20","","道の駅鹿島前(2)","","33.075664","130.145215","4020199-20","","0","4020199","",""
"4020200-20","","肥前七浦駅前(2)","","33.072122","130.146193","4020200-20","","0","4020200","",""
"4020201-20","","七浦郵便局前(2)","","33.069261","130.14923","4020201-20","","0","4020201","",""
"4020202-20","","七浦小学校入口(2)","","33.067049","130.150746","4020202-20","","0","4020202","",""
"4020203-20","","矢の浦(2)","","33.063612","130.154588","4020203-20","","0","4020203","",""
"4020204-20","","肥前飯田駅前(2)","","33.055757","130.16037","4020204-20","","0","4020204","",""
"4020205-20","","江福(2)","","33.052734","130.165756","4020205-20","","0","4020205","",""
"4020206-20","","道の駅太良前(2)","","33.046852","130.168641","4020206-20","","0","4020206","",""
"4020207-20","","伊福(2)","","33.043189","130.169883","4020207-20","","0","4020207","",""
