"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"3607259-02","","たろう保育園前(2)","","33.583184","130.238931","3607259-02","","0","3607259","",""
"3607260-02","","元岡農協前(2)","","33.587615","130.236557","3607260-02","","0","3607260","",""
"3607270-02","","産学連携交流センター(2)","","33.593713","130.229148","3607270-02","","0","3607270","",""
"3607275-02","","西消防署元岡出張所前(2)","","33.595129","130.227002","3607275-02","","0","3607275","",""
"3607253-02","","九大ビッグオレンジ(2)","","33.598206","130.223539","3607253-02","","0","3607253","",""
"3607281-00","","九大理学部","","33.597473","130.219893","3607281-00","","0","3607281","",""
"3607252-02","","九大工学部(2)","","33.596995","130.217137","3607252-02","","0","3607252","",""
"3607288-02","","九大農学部(2)","","33.594497","130.21402","3607288-02","","0","3607288","",""
"3607274-02","","九大船舶・航空実験棟(2)","","33.597524","130.211548","3607274-02","","0","3607274","",""
"3607273-02","","九大総合グラウンド(2)","","33.599406","130.210055","3607273-02","","0","3607273","",""
"3607273-01","","九大総合グラウンド(1)","","33.599441","130.210191","3607273-01","","0","3607273","",""
"3607274-01","","九大船舶・航空実験棟(1)","","33.597394","130.211811","3607274-01","","0","3607274","",""
"3607288-01","","九大農学部(1)","","33.594614","130.212853","3607288-01","","0","3607288","",""
"3607252-01","","九大工学部(1)","","33.596538","130.216305","3607252-01","","0","3607252","",""
"3607253-01","","九大ビッグオレンジ(1)","","33.59766","130.221627","3607253-01","","0","3607253","",""
"3607276-00","","九大センターゾーン入口","","33.59782","130.224626","3607276-00","","0","3607276","",""
"3607275-01","","西消防署元岡出張所前(1)","","33.595017","130.227534","3607275-01","","0","3607275","",""
"3607270-01","","産学連携交流センター(1)","","33.593872","130.229249","3607270-01","","0","3607270","",""
"3607260-01","","元岡農協前(1)","","33.587528","130.236707","3607260-01","","0","3607260","",""
"3607259-01","","たろう保育園前(1)","","33.583985","130.238221","3607259-01","","0","3607259","",""
"3607258-01","","富士見(1)","","33.580572","130.240456","3607258-01","","0","3607258","",""
"3607257-01","","泉(1)","","33.57767","130.241738","3607257-01","","0","3607257","",""
"3607013-01","","周船寺(1)","","33.573443","130.245681","3607013-01","","0","3607013","",""
"3607014-01","","周船寺東口(1)","","33.574515","130.249163","3607014-01","","0","3607014","",""
"3607015-01","","山崎(1)","","33.577054","130.252225","3607015-01","","0","3607015","",""
"3607016-01","","北原(1)","","33.580249","130.256095","3607016-01","","0","3607016","",""
"3607254-05","","九大学研都市駅 降車場","","33.578274","130.259377","3607254-05","","0","3607254","",""
"3607276-01","","九大センターゾーン入口","","33.59903","130.223901","3607276-01","","0","3607276","",""
"3607254-03","","九大学研都市駅 3番乗り場","","33.578237","130.258651","3607254-03","","0","3607254","",""
"3007303-02","","ゲートウェイ(2)","","33.580703","130.253021","3007303-02","","0","3007303","",""
"3007304-02","","学園通(2)","","33.585047","130.249523","3007304-02","","0","3007304","",""
"3607075-02","","元岡郵便局前(2)","","33.587935","130.245009","3607075-02","","0","3607075","",""
"3607074-02","","元岡小学校前(2)","","33.58898","130.239124","3607074-02","","0","3607074","",""
"3607074-01","","元岡小学校前(1)","","33.589122","130.239445","3607074-01","","0","3607074","",""
"3607075-01","","元岡郵便局前(1)","","33.588094","130.245103","3607075-01","","0","3607075","",""
"3007304-01","","学園通(1)","","33.5843","130.250408","3007304-01","","0","3007304","",""
"3007303-01","","ゲートウェイ(1)","","33.581305","130.252801","3007303-01","","0","3007303","",""
"3607289-02","","九大東ゲート(2)","","33.601214","130.229387","3607289-02","","0","3607289","",""
"3607290-02","","九大イーストゾーン(2)","","33.598899","130.228839","3607290-02","","0","3607290","",""
"3607291-02","","九大中央図書館(2)","","33.597596","130.2264","3607291-02","","0","3607291","",""
"3607291-01","","九大中央図書館(1)","","33.598328","130.22586","3607291-01","","0","3607291","",""
"3607290-01","","九大イーストゾーン(1)","","33.599743","130.228202","3607290-01","","0","3607290","",""
"3607289-01","","九大東ゲート(1)","","33.601364","130.229395","3607289-01","","0","3607289","",""
"3607254-02","","九大学研都市駅 2番乗り場","","33.578432","130.2592","3607254-02","","0","3607254","",""
"3607255-02","","舞鶴高校入口(2)","","33.583532","130.25913","3607255-02","","0","3607255","",""
"3607256-02","","横浜西(2)","","33.585706","130.258366","3607256-02","","0","3607256","",""
"3607078-02","","工芸会ワークセンター(2)","","33.586825","130.256667","3607078-02","","0","3607078","",""
"3607077-02","","玄洋高校(2)","","33.587279","130.252839","3607077-02","","0","3607077","",""
"3607076-02","","今出(2)","","33.58791","130.247386","3607076-02","","0","3607076","",""
"3607277-00","","桑原西","","33.602521","130.222511","3607277-00","","0","3607277","",""
"3607278-00","","桑原公民館","","33.603804","130.224891","3607278-00","","0","3607278","",""
"3607279-00","","桑原東","","33.604935","130.227748","3607279-00","","0","3607279","",""
"3607280-00","","九大伊都協奏館","","33.603345","130.228517","3607280-00","","0","3607280","",""
"3607254-04","","九大学研都市駅 4番乗り場","","33.578257","130.258796","3607254-04","","0","3607254","",""
"3609005-02","","泊北口(2)","","33.584793","130.215236","3609005-02","","0","3609005","",""
"3007299-02","","国際村前","","33.583921","130.212984","3007299-02","","0","3007299","",""
"3007301-02","","仏青寮前","","33.5846","130.210423","3007301-02","","0","3007301","",""
"3007301-01","","仏青寮前","","33.584534","130.210689","3007301-01","","0","3007301","",""
"3007299-01","","国際村前","","33.584058","130.213196","3007299-01","","0","3007299","",""
"3609005-01","","泊北口(1)","","33.584877","130.215086","3609005-01","","0","3609005","",""
"3607076-01","","今出(1)","","33.587948","130.247785","3607076-01","","0","3607076","",""
"3607077-01","","玄洋高校(1)","","33.587504","130.252","3607077-01","","0","3607077","",""
"3607078-01","","工芸会ワークセンター(1)","","33.58689","130.257","3607078-01","","0","3607078","",""
"3607256-01","","横浜西(1)","","33.584652","130.258821","3607256-01","","0","3607256","",""
"3607255-01","","舞鶴高校入口(1)","","33.583293","130.259359","3607255-01","","0","3607255","",""
"3007302-00","","一蘭の森（糸島）","","33.592849","130.201198","3007302-00","","0","3007302","",""
"3607073-02","","元岡(2)","","33.591148","130.22373","3607073-02","","0","3607073","",""
"3607072-00","","山手","","33.594935","130.2261","3607072-00","","0","3607072","",""
"3607073-01","","元岡(1)","","33.591219","130.223566","3607073-01","","0","3607073","",""
"3607216-00","","前原駅北口","","33.557194","130.198765","3607216-00","","0","3607216","",""
"3607132-01","","丸田池公園前(1)","","33.557996","130.198453","3607132-01","","0","3607132","",""
"3607005-01","","伊都文化会館前(1)","","33.560204","130.203702","3607005-01","","0","3607005","",""
"3607006-01","","糸島農協前(1)","","33.560984","130.208266","3607006-01","","0","3607006","",""
"3607007-01","","浦志(1)","","33.562199","130.212481","3607007-01","","0","3607007","",""
"3607008-01","","潤(1)","","33.563636","130.218435","3607008-01","","0","3607008","",""
"3607009-01","","産の宮(1)","","33.564563","130.223273","3607009-01","","0","3607009","",""
"3609001-01","","産の宮北(1)","","33.565757","130.224189","3609001-01","","0","3609001","",""
"3607293-01","","東風小学校東(1)","","33.567248","130.220232","3607293-01","","0","3607293","",""
"3607294-01","","東風コミュニティセンター前(1)","","33.568434","130.21505","3607294-01","","0","3607294","",""
"3607296-01","","泊三区(1)","","33.571536","130.213615","3607296-01","","0","3607296","",""
"3609004-01","","泊東口(1)","","33.574736","130.213477","3609004-01","","0","3609004","",""
"3607101-01","","大塚(1)","","33.578666","130.215272","3607101-01","","0","3607101","",""
"3007300-00","","伊都の湯どころ入口","","33.583619","130.214473","3007300-00","","0","3007300","",""
"3607253-03","","九大ビッグオレンジ(3)","","33.597778","130.221981","3607253-03","","0","3607253","",""
"3007300-01","","伊都の湯どころ入口","","33.583371","130.214813","3007300-01","","0","3007300","",""
"3607101-02","","大塚(2)","","33.578789","130.215458","3607101-02","","0","3607101","",""
"3609004-02","","泊東口(2)","","33.574661","130.213521","3609004-02","","0","3609004","",""
"3607296-02","","泊三区(2)","","33.571741","130.213649","3607296-02","","0","3607296","",""
"3607294-02","","東風コミュニティセンター前(2)","","33.568223","130.215267","3607294-02","","0","3607294","",""
"3607293-02","","東風小学校東(2)","","33.567294","130.220119","3607293-02","","0","3607293","",""
"3609001-02","","産の宮北(2)","","33.565646","130.224472","3609001-02","","0","3609001","",""
"3607009-02","","産の宮(2)","","33.564616","130.223863","3607009-02","","0","3607009","",""
"3607008-02","","潤(2)","","33.563487","130.218121","3607008-02","","0","3607008","",""
"3607007-02","","浦志(2)","","33.56211","130.212522","3607007-02","","0","3607007","",""
"3607006-02","","糸島農協前(2)","","33.560643","130.207327","3607006-02","","0","3607006","",""
"3607005-02","","伊都文化会館前(2)","","33.560088","130.203692","3607005-02","","0","3607005","",""
"3607132-02","","丸田池公園前(2)","","33.5582","130.198505","3607132-02","","0","3607132","",""
"3607012-01","","周船寺小学校前(1)","","33.571619","130.240038","3607012-01","","0","3607012","",""
"3607011-01","","高田（前原）(1)","","33.570419","130.235998","3607011-01","","0","3607011","",""
"3607010-01","","波多江小学校前(1)","","33.567271","130.230932","3607010-01","","0","3607010","",""
"3609002-01","","東風小学校入口(1)","","33.568088","130.220598","3609002-01","","0","3609002","",""
"3609003-01","","志登(1)","","33.572228","130.218744","3609003-01","","0","3609003","",""
"3609003-02","","志登(2)","","33.57214","130.218979","3609003-02","","0","3609003","",""
"3609002-02","","東風小学校入口(2)","","33.568007","130.220731","3609002-02","","0","3609002","",""
"3607010-02","","波多江小学校前(2)","","33.566601","130.229775","3607010-02","","0","3607010","",""
"3607011-02","","高田（前原）(2)","","33.570967","130.237463","3607011-02","","0","3607011","",""
"3607012-02","","周船寺小学校前(2)","","33.572021","130.240977","3607012-02","","0","3607012","",""
"3607099-00","","馬場","","33.58731","130.203667","3607099-00","","0","3607099","",""
"3607098-00","","松隈","","33.586643","130.199777","3607098-00","","0","3607098","",""
"3607217-00","","町頭","","33.581254","130.201504","3607217-00","","0","3607217","",""
"3607218-00","","油比","","33.579167","130.200266","3607218-00","","0","3607218","",""
"3607094-00","","新田（前原市）","","33.572357","130.200141","3607094-00","","0","3607094","",""
"3607213-00","","医師会病院前","","33.567481","130.202213","3607213-00","","0","3607213","",""
"3607093-02","","吉原橋(2)","","33.56556","130.202331","3607093-02","","0","3607093","",""
"3609054-02","","前原コミュニティセンター前(2)","","33.561312","130.202451","3609054-02","","0","3609054","",""
"3609054-01","","前原コミュニティセンター前(1)","","33.561319","130.20233","3609054-01","","0","3609054","",""
"3607093-01","","吉原橋(1)","","33.565011","130.202117","3607093-01","","0","3607093","",""
"3607095-00","","泊二区","","33.575694","130.204215","3607095-00","","0","3607095","",""
"3607096-00","","泊一区","","33.577098","130.209324","3607096-00","","0","3607096","",""
"3607100-02","","桂木（前原）(1)","","33.583872","130.210907","3607100-02","","0","3607100","",""
"3007186-00","","井原山入口","","33.498543","130.248229","3007186-00","","0","3007186","",""
"3007185-00","","瑞梅寺ダム","","33.504383","130.249098","3007185-00","","0","3007185","",""
"3007184-00","","辰ヶ橋","","33.50897","130.247989","3007184-00","","0","3007184","",""
"3009068-00","","辰ヶ橋入口","","33.512654","130.244843","3009068-00","","0","3009068","",""
"3007183-00","","瑞梅寺","","33.515763","130.241796","3007183-00","","0","3007183","",""
"3009067-00","","瑞梅寺入口","","33.519564","130.240907","3009067-00","","0","3009067","",""
"3007169-00","","井原（前原）","","33.527271","130.243031","3007169-00","","0","3007169","",""
"3007168-00","","下町（前原）","","33.53243","130.242663","3007168-00","","0","3007168","",""
"3007215-00","","伊都国歴史博物館","","33.537647","130.250946","3007215-00","","0","3007215","",""
"3007167-00","","三雲宮前","","33.537329","130.242067","3007167-00","","0","3007167","",""
"3007166-01","","三雲橋","","33.539854","130.238704","3007166-01","","0","3007166","",""
"3007165-00","","井田","","33.5464","130.233816","3007165-00","","0","3007165","",""
"3007156-02","","前原東中前","","33.546062","130.230953","3007156-02","","0","3007156","",""
"3007157-00","","平原古墳入口","","33.543451","130.230514","3007157-00","","0","3007157","",""
"3007158-00","","三雲入口","","33.540615","130.230855","3007158-00","","0","3007158","",""
"3007159-00","","曽根公民館","","33.538513","130.231109","3007159-00","","0","3007159","",""
"3007160-00","","銭瓶塚","","33.535521","130.23148","3007160-00","","0","3007160","",""
"3007205-00","","曽根","","33.532805","130.231826","3007205-00","","0","3007205","",""
"3007161-00","","曽根グラウンド","","33.530649","130.232091","3007161-00","","0","3007161","",""
"3007164-00","","中町","","33.552148","130.231121","3007164-00","","0","3007164","",""
"3009007-01","","JA伊都菜彩前","","33.555785","130.229187","3009007-01","","0","3009007","",""
"3007163-00","","波多江","","33.559874","130.227424","3007163-00","","0","3007163","",""
"3007162-01","","波多江駅西","","33.56293","130.225762","3007162-01","","0","3007162","",""
"3007162-02","","波多江駅西","","33.562921","130.225887","3007162-02","","0","3007162","",""
"3007166-02","","三雲橋","","33.539956","130.238743","3007166-02","","0","3007166","",""
"3036168-00","","星賀","","33.449833","129.790193","3036168-00","","0","3036168","",""
"3036169-00","","里","","33.45088","129.7916","3036169-00","","0","3036169","",""
"3036170-00","","伊仲","","33.44949","129.79424","3036170-00","","0","3036170","",""
"3036171-00","","松山","","33.44653","129.79678","3036171-00","","0","3036171","",""
"3036172-00","","宇の山","","33.44366","129.80923","3036172-00","","0","3036172","",""
"3032150-00","","入野","","33.44143","129.81551","3032150-00","","0","3032150","",""
"3038176-00","","福祉センター前","","33.42242","129.83235","3038176-00","","0","3038176","",""
"3038177-00","","細浦","","33.42163","129.82925","3038177-00","","0","3038177","",""
"3038178-00","","高串","","33.42273","129.8262","3038178-00","","0","3038178","",""
"3038179-00","","土井の浦","","33.42398","129.82513","3038179-00","","0","3038179","",""
"3038180-00","","田野入口","","33.42918","129.82803","3038180-00","","0","3038180","",""
"3032153-02","","古保志気(2)","","33.43219","129.82936","3032153-02","","0","3032153","",""
"3032152-00","","長畑","","33.43692","129.8231","3032152-00","","0","3032152","",""
"3032151-00","","肥前中学校前","","33.44066","129.81908","3032151-00","","0","3032151","",""
"3037173-00","","菖津","","33.45555","129.83545","3037173-00","","0","3037173","",""
"3037174-00","","大鶴","","33.45192","129.83484","3037174-00","","0","3037174","",""
"3037175-00","","大鶴入口","","33.44291","129.83488","3037175-00","","0","3037175","",""
"3032154-00","","梅崎","","33.44228","129.839","3032154-00","","0","3032154","",""
"3035161-00","","納所","","33.46775","129.8116","3035161-00","","0","3035161","",""
"3035162-00","","農協前（肥前町）","","33.46683","129.81476","3035162-00","","0","3035162","",""
"3035163-00","","内木場","","33.46487","129.81662","3035163-00","","0","3035163","",""
"3035164-00","","山口","","33.46339","129.81976","3035164-00","","0","3035164","",""
"3035165-00","","柳田橋","","33.4571","129.82059","3035165-00","","0","3035165","",""
"3035166-00","","山添","","33.44703","129.81734","3035166-00","","0","3035166","",""
"3035167-00","","山田前","","33.44504","129.81509","3035167-00","","0","3035167","",""
"3001023-02","","大手口（唐津バスセンター2番乗り場）","","33.449551","129.969443","3001023-02","","0","3001023","",""
"3041218-20","","坊主町(2)","","33.44981","129.96481","3041218-20","","0","3041218","",""
"3041217-00","","熊の原","","33.44586","129.9622","3041217-00","","0","3041217","",""
"3041216-00","","長松校前","","33.44405","129.96045","3041216-00","","0","3041216","",""
"3041215-10","","見借分道(1)","","33.44201","129.95853","3041215-10","","0","3041215","",""
"3041214-20","","神田(2)","","33.43964","129.9541","3041214-20","","0","3041214","",""
"3041213-00","","お茶の水","","33.43899","129.95131","3041213-00","","0","3041213","",""
"3041212-00","","窯元前（唐津）","","33.43637","129.94839","3041212-00","","0","3041212","",""
"3041211-00","","平木場ダム","","33.43313","129.94315","3041211-00","","0","3041211","",""
"3041210-00","","平木場","","33.43227","129.94034","3041210-00","","0","3041210","",""
"3041209-00","","八谷橋","","33.42853","129.93712","3041209-00","","0","3041209","",""
"3041208-00","","川原","","33.42793","129.92644","3041208-00","","0","3041208","",""
"3041207-00","","椎木茶屋","","33.42469","129.92448","3041207-00","","0","3041207","",""
"3041206-20","","竹木場(2)","","33.421525","129.920395","3041206-20","","0","3041206","",""
"3041205-20","","小十入口(2)","","33.42437","129.91629","3041205-20","","0","3041205","",""
"3041204-00","","稲荷茶屋","","33.42677","129.90691","3041204-00","","0","3041204","",""
"3041203-00","","雨溜","","33.42513","129.90195","3041203-00","","0","3041203","",""
"3041202-00","","切木","","33.42785","129.88391","3041202-00","","0","3041202","",""
"3041201-00","","切木郵便局前","","33.42783","129.88098","3041201-00","","0","3041201","",""
"3041200-20","","ぼたんと緑の丘入口(2)","","33.42361","129.87474","3041200-20","","0","3041200","",""
"3041198-00","","万賀里川","","33.42233","129.86978","3041198-00","","0","3041198","",""
"3041197-00","","瓜ヶ坂入口","","33.42285","129.86292","3041197-00","","0","3041197","",""
"3041196-00","","八折栄","","33.42571","129.85982","3041196-00","","0","3041196","",""
"3041195-00","","放四郎川","","33.4281","129.84622","3041195-00","","0","3041195","",""
"3041194-00","","新木場","","33.42948","129.84122","3041194-00","","0","3041194","",""
"3041193-00","","比恵田","","33.43168","129.8387","3041193-00","","0","3041193","",""
"3032155-00","","寺浦","","33.44373","129.8485","3032155-00","","0","3032155","",""
"3032156-00","","太田橋","","33.44671","129.86005","3032156-00","","0","3032156","",""
"3032157-10","","牟形コミュニティセンター前(1)","","33.44867","129.85959","3032157-10","","0","3032157","",""
"3032158-10","","牟形(1)","","33.45683","129.85779","3032158-10","","0","3032158","",""
"3032159-00","","牟形入口","","33.46","129.85826","3032159-00","","0","3032159","",""
"3032160-00","","新田第２町営住宅前","","33.4622","129.85902","3032160-00","","0","3032160","",""
"3030149-20","","唐津青翔高校前(2)","","33.46573","129.85872","3030149-20","","0","3030149","",""
"3049237-00","","満越","","33.40778","129.85703","3049237-00","","0","3049237","",""
"3049238-00","","大浦浜入口","","33.41351","129.85735","3049238-00","","0","3049238","",""
"3049239-00","","大浦岡","","33.4165","129.86354","3049239-00","","0","3049239","",""
"3048236-00","","切木小学校前","","33.42136","129.87119","3048236-00","","0","3048236","",""
"3044221-00","","大浦入口","","33.41339","129.87111","3044221-00","","0","3044221","",""
"3044222-00","","中浦","","33.40974","129.87782","3044222-00","","0","3044222","",""
"3044223-00","","杉野浦","","33.40071","129.87675","3044223-00","","0","3044223","",""
"3044224-00","","平畑","","33.39642","129.87816","3044224-00","","0","3044224","",""
"3044225-00","","上筒井","","33.3942","129.88292","3044225-00","","0","3044225","",""
"3044226-00","","木場","","33.40307","129.89441","3044226-00","","0","3044226","",""
"3044227-00","","清水入口","","33.40663","129.89833","3044227-00","","0","3044227","",""
"3044228-00","","萩の坂","","33.40765","129.90402","3044228-00","","0","3044228","",""
"3044229-00","","木場分道","","33.41286","129.90633","3044229-00","","0","3044229","",""
"3044230-00","","唐の川","","33.41623","129.91039","3044230-00","","0","3044230","",""
"3041206-10","","竹木場(1)","","33.42181","129.92067","3041206-10","","0","3041206","",""
"3041214-10","","神田(1)","","33.43985","129.95441","3041214-10","","0","3041214","",""
"3041218-10","","坊主町(1)","","33.44938","129.9646","3041218-10","","0","3041218","",""
"3001023-05","","大手口（降車場1）","","33.449522","129.969697","3001023-05","","0","3001023","",""
"3032153-03","","古保志気(3)","","33.4323","129.82945","3032153-03","","0","3032153","",""
"3041200-10","","ぼたんと緑の丘入口(1)","","33.42433","129.8754","3041200-10","","0","3041200","",""
"3041205-10","","小十入口(1)","","33.42471","129.91653","3041205-10","","0","3041205","",""
"3046231-02","","旭ヶ丘一区(2)","","33.440264","129.965068","3046231-02","","0","3046231","",""
"3607131-02","","糸島市役所前(2)","","33.556763","130.195448","3607131-02","","0","3607131","",""
"3009064-00","","糸島高校前駅北口","","33.560938","130.213475","3009064-00","","0","3009064","",""
"3007241-00","","周船寺駅","","33.570956","130.246087","3007241-00","","0","3007241","",""
"3607131-01","","糸島市役所前(1)","","33.556997","130.196331","3607131-01","","0","3607131","",""
"3007047-10","","五中前(1)","","33.43999","129.98265","3007047-10","","0","3007047","",""
"3007049-10","","本村(1)","","33.43511","129.98079","3007049-10","","0","3007049","",""
"3047234-20","","西山(2)","","33.42903","129.98381","3047234-20","","0","3047234","",""
"3047233-20","","天満町南(2)","","33.43015","129.98781","3047233-20","","0","3047233","",""
"3019107-20","","大土井(2)","","33.42668","129.9888","3019107-20","","0","3019107","",""
"3004036-10","","鬼塚駅前(1)","","33.42046","129.98683","3004036-10","","0","3004036","",""
"3004037-10","","鬼塚(1)","","33.41754","129.98607","3004037-10","","0","3004037","",""
"3004038-10","","春日様前(1)","","33.40892","129.97847","3004038-10","","0","3004038","",""
"3004039-10","","川原橋(1)","","33.40437","129.97336","3004039-10","","0","3004039","",""
"3019106-20","","宇の木(2)","","33.40231","129.96788","3019106-20","","0","3019106","",""
"3019105-20","","千々賀(2)","","33.39946","129.96088","3019105-20","","0","3019105","",""
"3115697-20","","下畑島(2)","","33.39578","129.95557","3115697-20","","0","3115697","",""
"3115696-20","","畑島(2)","","33.392773","129.952705","3115696-20","","0","3115696","",""
"3115695-20","","竹有(2)","","33.38622","129.94823","3115695-20","","0","3115695","",""
"3115694-20","","北波多中学校前(2)","","33.37856","129.95314","3115694-20","","0","3115694","",""
"3066317-20","","徳須恵(2)","","33.37574","129.95056","3066317-20","","0","3066317","",""
"3066316-00","","市民病院きたはた","","33.37455","129.94592","3066316-00","","0","3066316","",""
"3066317-10","","徳須恵(1)","","33.37585","129.95045","3066317-10","","0","3066317","",""
"3115694-10","","北波多中学校前(1)","","33.37853","129.953","3115694-10","","0","3115694","",""
"3115695-10","","竹有(1)","","33.38615","129.94812","3115695-10","","0","3115695","",""
"3115696-10","","畑島(1)","","33.3923","129.95239","3115696-10","","0","3115696","",""
"3115697-10","","下畑島(1)","","33.39556","129.95532","3115697-10","","0","3115697","",""
"3019105-10","","千々賀(1)","","33.3994","129.96017","3019105-10","","0","3019105","",""
"3019106-10","","宇の木(1)","","33.4024","129.96774","3019106-10","","0","3019106","",""
"3004039-20","","川原橋(2)","","33.40514","129.97356","3004039-20","","0","3004039","",""
"3004038-20","","春日様前(2)","","33.40963","129.97903","3004038-20","","0","3004038","",""
"3004037-20","","鬼塚(2)","","33.41664","129.98517","3004037-20","","0","3004037","",""
"3004036-20","","鬼塚駅前(2)","","33.42064","129.98657","3004036-20","","0","3004036","",""
"3019107-10","","大土井(1)","","33.42659","129.98866","3019107-10","","0","3019107","",""
"3047233-10","","天満町南(1)","","33.42993","129.98776","3047233-10","","0","3047233","",""
"3047234-10","","西山(1)","","33.42881","129.98407","3047234-10","","0","3047234","",""
"3007049-20","","本村(2)","","33.43521","129.98073","3007049-20","","0","3007049","",""
"3007047-20","","五中前(2)","","33.4401","129.98259","3007047-20","","0","3007047","",""
"3004042-00","","工業高校前","","33.39433","129.97163","3004042-00","","0","3004042","",""
"3019104-00","","石志","","33.3928","129.96512","3019104-00","","0","3019104","",""
"3088550-20","","大和支所前(2)","","33.31207","130.28062","3088550-20","","0","3088550","",""
"3088549-20","","高志館高校前(2)","","33.31392","130.27907","3088549-20","","0","3088549","",""
"3088548-20","","清和医院前(2)","","33.31597","130.27742","3088548-20","","0","3088548","",""
"3088547-20","","惣座(2)","","33.320437","130.273283","3088547-20","","0","3088547","",""
"3088546-20","","大和公民館(2)","","33.32279","130.27081","3088546-20","","0","3088546","",""
"3088545-20","","ユースピア入口(2)","","33.32544","130.26949","3088545-20","","0","3088545","",""
"3088544-00","","川上橋","","33.32695","130.268251","3088544-00","","0","3088544","",""
"3088543-20","","下小原(2)","","33.32969","130.26706","3088543-20","","0","3088543","",""
"3088542-00","","小原（大和町）","","33.33339","130.26218","3088542-00","","0","3088542","",""
"3088541-20","","上小原(2)","","33.33661","130.25932","3088541-20","","0","3088541","",""
"3088540-20","","八反原(2)","","33.33963","130.25385","3088540-20","","0","3088540","",""
"3088539-20","","山溜(2)","","33.34387","130.24734","3088539-20","","0","3088539","",""
"3088538-00","","第一発電所前","","33.34893","130.2473","3088538-00","","0","3088538","",""
"3088537-00","","下中の原","","33.35112","130.24715","3088537-00","","0","3088537","",""
"3088536-00","","中の原","","33.35341","130.24704","3088536-00","","0","3088536","",""
"3088535-20","","富士大和温泉病院","","33.35577","130.24904","3088535-20","","0","3088535","",""
"3088534-20","","内野(2)","","33.35882","130.24892","3088534-20","","0","3088534","",""
"3088533-20","","内野上(2)","","33.36059","130.24962","3088533-20","","0","3088533","",""
"3088532-20","","自動車学校前(2)","","33.36283","130.2475","3088532-20","","0","3088532","",""
"3088531-20","","熊の川温泉前(2)","","33.36525","130.24049","3088531-20","","0","3088531","",""
"3088530-20","","小関橋(2)","","33.3646","130.23778","3088530-20","","0","3088530","",""
"3088529-00","","上熊の川","","33.3638","130.23341","3088529-00","","0","3088529","",""
"3088528-20","","鮎の瀬(2)","","33.3649","130.22935","3088528-20","","0","3088528","",""
"3088527-00","","柚の木入口","","33.36637","130.2106","3088527-00","","0","3088527","",""
"3088526-20","","矢櫃(2)","","33.36647","130.20834","3088526-20","","0","3088526","",""
"3088525-00","","天河橋","","33.36864","130.20547","3088525-00","","0","3088525","",""
"3088524-20","","古湯温泉(2)","","33.37125","130.20654","3088524-20","","0","3088524","",""
"3088523-20","","フォレスタふじ前(2)","","33.3737","130.20659","3088523-20","","0","3088523","",""
"3110654-00","","富士支所前","","33.37356","130.20807","3110654-00","","0","3110654","",""
"3088524-10","","古湯温泉(1)","","33.37161","130.20657","3088524-10","","0","3088524","",""
"3088526-10","","矢櫃(1)","","33.36669","130.2072","3088526-10","","0","3088526","",""
"3088528-10","","鮎の瀬(1)","","33.36496","130.22916","3088528-10","","0","3088528","",""
"3088530-10","","小関橋(1)","","33.3653","130.2386","3088530-10","","0","3088530","",""
"3088531-10","","熊の川温泉前(1)","","33.365323","130.240591","3088531-10","","0","3088531","",""
"3088532-10","","自動車学校前(1)","","33.363","130.24739","3088532-10","","0","3088532","",""
"3088533-10","","内野上(1)","","33.36103","130.24983","3088533-10","","0","3088533","",""
"3088534-10","","内野(1)","","33.35889","130.24913","3088534-10","","0","3088534","",""
"3088539-10","","山溜(1)","","33.343317","130.247536","3088539-10","","0","3088539","",""
"3088540-10","","八反原(1)","","33.33958","130.25401","3088540-10","","0","3088540","",""
"3088543-10","","下小原(1)","","33.33039","130.26645","3088543-10","","0","3088543","",""
"3088545-10","","ユースピア入口(1)","","33.3255","130.26961","3088545-10","","0","3088545","",""
"3088546-10","","大和公民館(1)","","33.32281","130.27098","3088546-10","","0","3088546","",""
"3088547-10","","惣座(1)","","33.32038","130.2737","3088547-10","","0","3088547","",""
"3088548-10","","清和医院前(1)","","33.31581","130.27773","3088548-10","","0","3088548","",""
"3088549-10","","高志館高校前(1)","","33.31446","130.27873","3088549-10","","0","3088549","",""
"3088550-10","","大和支所前(1)","","33.31228","130.28058","3088550-10","","0","3088550","",""
"3100640-20","","富士小学校前(1)","","33.36575","130.23756","3100640-20","","0","3100640","",""
"3001001-00","","呼子","","33.53716","129.89386","3001001-00","","0","3001001","",""
"3001002-10","","殿の浦入口(1)","","33.53507","129.89301","3001002-10","","0","3001002","",""
"3001003-10","","横竹(1)","","33.53046","129.89854","3001003-10","","0","3001003","",""
"3001004-10","","中野(1)","","33.52849","129.90613","3001004-10","","0","3001004","",""
"3001005-10","","塩鶴(1)","","33.52477","129.91061","3001005-10","","0","3001005","",""
"3001006-10","","菖蒲峠(1)","","33.51368","129.9207","3001006-10","","0","3001006","",""
"3001007-10","","菖蒲(1)","","33.50663","129.91911","3001007-10","","0","3001007","",""
"3001008-10","","山口茶屋(1)","","33.50321","129.91794","3001008-10","","0","3001008","",""
"3001009-00","","八床入口","","33.50062","129.92226","3001009-00","","0","3001009","",""
"3001010-11","","岩野(1)","","33.49512","129.92117","3001010-11","","0","3001010","",""
